Product,Rating,Review,Sentiment
POCO_X6_Pro 5G,5,"Nice product,and battery also good perform after new update, really value for money product",Positive
POCO_X6_Pro 5G,5,Extraordinary smart phone in every department.,Positive
POCO_X6_Pro 5G,5,Nice phone poco x6pro . I am happy,Positive
POCO_X6_Pro 5G,5,So far great performance. As usual camera is average only. Battery is depending on the usage if you are a gamer it will drain same as other gaming phones. For normal use it will be last 2 days min.,Positive
POCO_X6_Pro 5G,5,Very nice phone i love 😍 poco,Positive
POCO_X6_Pro 5G,5,Very nice. Prompt delivery.,Positive
POCO_X6_Pro 5G,5,"Camera 5/5
Battery 4/5
Performance 5/5",Neutral
POCO_X6_Pro 5G,5,"Camera was good but not good like x5 pro but yeah good enough to take high quality real photos.... I face too much heating issue even in normal use...
Suggest to buy everyone low weight and high performance mobileb",Positive
POCO_X6_Pro 5G,5,All is well,Positive
POCO_X6_Pro 5G,5,Performance is very nice I love it,Positive
POCO_X6_Pro 5G,5,Good phone. Super powerful...,Positive
POCO_X6_Pro 5G,5,Sup,Neutral
POCO_X6_Pro 5G,5,Product is very good but battery drain very fast also company gives very fast charger but in sunlight very fast phone heating.,Positive
POCO_X6_Pro 5G,5,Ultimate flagship killer phone.. Performance oriented phone with decent camera which captures excellent photos..,Negative
POCO_X6_Pro 5G,5,Worth the money . The performance is good and charging speed is amazing,Positive
POCO_X6_Pro 5G,5,"Poco low price Super best mobile 2024,
Camera best
Gameing best
All rounder mobile
After one month review best",Positive
POCO_X6_Pro 5G,5,"It has very good performance, be it camera or battery.
Overall best phone under 30k",Positive
POCO_X6_Pro 5G,5,"value for money handset.
-powerful performance,
-good quality screen,
-light UI,
- good camera
receiving timely updates soo far, poco is listening users and their experience.
Overall a good package.",Positive
POCO_X6_Pro 5G,5,Satisfied,Positive
POCO_X6_Pro 5G,5,So beautiful phone I want the yellow colour but the grey colour also so beautiful but it attracts fingerprints you have to use the cover which includes in the box. I love how they push the march security update well done poco.,Positive
POCO_X6_Pro 5G,5,I just switched from iphone 15 to this device honestly I just change my mind. No doubt iphone is best but this is best device if I compare between price.,Positive
POCO_X6_Pro 5G,5,Nice working a full day and good for the low rate and high performance quality with high technology.,Positive
POCO_X6_Pro 5G,5,"Value for money 🍭😱
Under 25k King 🤴 of processor 😱😱😱😱",Positive
POCO_X6_Pro 5G,5,"I've been using the phone for 2 days straight, and it's been great! No heating problems, and the battery life is good for my light gaming. Overall, I'm happy with its performance.",Positive
POCO_X6_Pro 5G,5,"I have never imagined that I'll be getting this product in this price range, which is truly a flagship killer.

I only do casual things and I find this phone absolutely perfect for that and the speed at which the apps are opening truly excites me. The camera and the display is very good at this price range.

I have been a flagship phone user for last couple of years but this one is no less in most of the parameters.",Positive
POCO_X6_Pro 5G,5,Best Gaming phone for BGMI,Positive
POCO_X6_Pro 5G,5,Excellent performance. Camera is not that much great,Positive
POCO_X6_Pro 5G,5,I am fully satisfied this phone📱 poco x6 pro 💛🖤💥💥🔥🔥,Positive
POCO_X6_Pro 5G,5,"Good phone camera is good
Display good good speaker sound dolby",Positive
POCO_X6_Pro 5G,5,"Best in performance, Best Display, Best speakers... Battery and camera could be better... Overall a very value for money product. Worthy successor of Legendary POCO F1 which I still use...",Positive
POCO_X6_Pro 5G,5,Best gaming phone really good,Positive
POCO_X6_Pro 5G,5,Over all I am satisfied with that amount,Positive
POCO_X6_Pro 5G,5,Really amazing mobail phone free fire and pubg unlimited game play playing 😎,Positive
POCO_X6_Pro 5G,5,"Performance is great, Nice amoled display and smooth 120hrz refresh.
Decent Camera. This is a best option for Gamers who are tight on their budget.",Positive
POCO_X6_Pro 5G,5,"Poco will never disappoint you by its performance along with camera is also so great.
In Display fingerprint in poco series us too fast.
And the most beautiful thing is HyperOS.
Buy this beast in affordable budget, trust me you'll not going to regret.",Positive
POCO_X6_Pro 5G,5,"This product is so excellent for gaming, multi tasking and etc.",Positive
POCO_X6_Pro 5G,5,Very very nice mobile phone,Positive
POCO_X6_Pro 5G,5,Best Flagship Processor in This Budget. Best Phone but camera and battery can be improved. Charger Is Very Fast. Definitely Buy it after applying credit card,Positive
POCO_X6_Pro 5G,5,Good mobile,Positive
POCO_X6_Pro 5G,5,Super performance mobile.. Value for money.. 👍,Positive
POCO_X6_Pro 5G,5,"Work very nyc no heating issue at all camera quality also decent
I have normal uses and the battery lasts a long time for the whole day 30 to 40 percent of the battery remaining at night so I'm happy with the battery also only one problem accessories like back cover and tempered glass back skin not available in market yeat",Positive
POCO_X6_Pro 5G,5,Nice awesome poco x6 pro 12 ram 512 rom,Positive
POCO_X6_Pro 5G,5,No words to say her any fault only camera decent quality,Negative
POCO_X6_Pro 5G,5,"It's the best.
Battery backup is good.
Display and performance is top.
Camera is average.",Positive
POCO_X6_Pro 5G,5,"Perfect smartphone for mixed users under 27k
Storage and ram management is awesome
Camera , videos and other optimization should better by ota updates",Positive
POCO_X6_Pro 5G,5,"Poco x6 pro is top notch, high end budget device.
I am posting a review after a month of purchase.

Here are the Pros and Cons of the device as per my view.

Pros
Good performance
Better display than competitors
Comfortable to hold
Decent set of cameras
67W fast-charging support

Cons
Lacks an IP rating
HDR and image processing can be hit or miss
Ultrawide sensor isn't as impressive as the main one
Suffers from minor frame drops
Has some software bugs",Positive
POCO_X6_Pro 5G,5,Simply the best phone under the price range of 30k..,Positive
POCO_X6_Pro 5G,5,"Very very good product, but needs a update for battery performance and 4k video player.",Positive
POCO_X6_Pro 5G,5,Phone is good in every department but cameras are avarage but overall best value of money go for it,Positive
POCO_X6_Pro 5G,5,All conditions completely 👌👌,Neutral
POCO_X6_Pro 5G,5,"Light weight, superb display, excellent battery, camera is not great but decent. Software experience could be better, waiting for update. IR blaster, NFC are handy. Overall great phone for the price.",Negative
POCO_X6_Pro 5G,5,Thankyou Flipkart,Neutral
POCO_X6_Pro 5G,5,"Super finish and super performance, really like a flagship killer, camera is average, All other functions are excellent",Positive
POCO_X6_Pro 5G,5,Performance beast. Display is marvellous. Dolby sound from dual speaker is great. Battery drains quickly. Also the camera is standard and not excellent.,Positive
POCO_X6_Pro 5G,5,"Above average camera
Max performance
Nice display best deal value for money",Positive
POCO_X6_Pro 5G,5,"Very good product by poco
I love it
Awesome performance
Camera above average",Positive
POCO_X6_Pro 5G,5,"Super smartphone, very smooth.",Positive
POCO_X6_Pro 5G,5,"NICE CAMERA AND PUBG ARE AWESOME IN THIS PHONE 90FPS , DISPLAY ARE AWESOME.NICE PHONE",Positive
POCO_X6_Pro 5G,5,Super,Positive
POCO_X6_Pro 5G,5,Poco x6 pro 5g phone performance all good,Positive
POCO_X6_Pro 5G,5,Such a nice product in this price bgmi 90 fps no lag mediam camera best product ever,Positive
POCO_X6_Pro 5G,5,"Good
*Excellent display with good colours and minimal bezels
*Top-notch performance
*Good main rear camera
*Good and loud dual speakers
*IR blaster",Positive
POCO_X6_Pro 5G,5,"Just one con. Weak primary camera. Apart from that, TOP NOTCH. BEST. PERFECT. MOST VALUE FOR MONEY.",Positive
POCO_X6_Pro 5G,5,"King of performance and display
Camera is awesome
Battery backup is awesome",Positive
POCO_X6_Pro 5G,5,Very good experience,Positive
POCO_X6_Pro 5G,5,"Phone Battery draining very Fast. In Five Min It's drained 3% battery. For Normal use Its comes To only Half Day use and Normally use it's Heating very much.
If You looking for Big battery backup. It Product will Not satisfies You and mobile heating very much. Don't buy this product",Negative
POCO_X6_Pro 5G,5,Camera is nice,Positive
POCO_X6_Pro 5G,3,great Phone,Positive
POCO_X6_Pro 5G,3,"Please don't buy, mobile have big battery issue, i charged mobile 2 to 3 time im a day",Positive
POCO_X6_Pro 5G,3,"This mobile is quite good in gaming,battery performance
Is about 7 hr for normal use and 4 hr when gaming , I have also faced heating use as in 30 mins of bgmi gameplay it touches 42 degree which is not good and yeah it rarely freezes but this mobile is excellent
You can purchase it and keep in mind there is no headphone jack 😂",Positive
POCO_X6_Pro 5G,3,Heating and battery drain issue,Neutral
POCO_X6_Pro 5G,3,Battery drain very fast very very poor battery life please don't waist your money,Negative
POCO_X6_Pro 5G,3,"PHONE IS HEATING PROBLEM , OVERALL THIS MOBILE IS AVERAGE",Negative
POCO_X6_Pro 5G,3,Display problem,Negative
POCO_X6_Pro 5G,3,Not recommended if you want then go for samsung in this range,Negative
POCO_X6_Pro 5G,3,Everything is ok but build quality is worst. After 5 days of usinh the phone my chrome has started fading colour. i am using racing grey colour,Negative
POCO_X6_Pro 5G,3,everything is good but a battery has a major issue I don't know about the other but my mobile is draining battery like my car drinks petrol 💀,Positive
POCO_X6_Pro 5G,3,Battery is draining fast.,Neutral
POCO_X6_Pro 5G,3,"Camera qualityis very poor needs to be improved, over all good phone",Positive
POCO_X6_Pro 5G,3,Battery is not good and camera quality is average but performance and screen ares good,Negative
POCO_X6_Pro 5G,3,"The Phone display and the performance is good. Camera is Average.

Main Issue is battery drains very fast you have to charge this device twice in a day.",Positive
POCO_X6_Pro 5G,3,Good but not best,Negative
POCO_X6_Pro 5G,3,"The phone has a good Amoled display, but the camera and mobile design are not good. It's suggested for gaming. check out other phones in the same price range.",Positive
POCO_X6_Pro 5G,3,The phone is good but the overheating issue is there with some basic work. Battery drain with Bluetooth headset music Play. You can find the battery drain with the percentages going down while working.,Positive
POCO_X6_Pro 5G,3,"Battery is good for 10hrs of on screen, performance is very smooth.",Positive
POCO_X6_Pro 5G,3,"Poor performance, while shifting from wify to mobile data",Negative
POCO_X6_Pro 5G,4,"Good phone.
Battery backup is excellent
Touch and display is good
Easy to handle good sleek design
Camera is Ok",Positive
POCO_X6_Pro 5G,4,Battery draine quickly,Neutral
POCO_X6_Pro 5G,4,"Decent camera - outdoor photos are good indoor photos not too good night mode is decent and usable the camera in in par with iphone x
Performance - best 1.4 million antutu too good bgmi 90 fps supported
Display - good display brightness is good
Audio is also good
Design is not too good as plastic finish below average experience with design but pro is it is very light
Battery is good lasting charging is decently fast
Ui - come with hyperos not too clean but after unistalling all bloatware i think it give decent experience",Positive
POCO_X6_Pro 5G,4,"Beast phone.. Display, Battery and Performance is top notch.
Camera is decent comparing to other aspects otherwise it's good for normal usage.",Positive
POCO_X6_Pro 5G,5,Good,Positive
POCO_X6_Pro 5G,5,Camera is very Good,Positive
POCO_X6_Pro 5G,5,Bang for the buck!,Neutral
POCO_X6_Pro 5G,5,"everything except the camera is 10 out of 10 for me, but as you can edit pictures after taking photos (with the inbuilt gallery app itself) we can compensate the camera quality with that",Neutral
POCO_X6_Pro 5G,5,Best phone in Budget,Positive
POCO_X6_Pro 5G,5,"Best overall experience in this price segment good chip and best performance you can get from it,Photos are decent but the main con is battery life sometimes when I use the phone at its peak performance iam getting 4 hrs of battery and when I use it very less and with the help of ultra battery saving mode I can get 11 hrs of battery 🔋.
Iam expecting a better battery management as this is with hyper os and the 4 nm processor hope poco should immediately release a new update and fix this error. Battery draining at a scary level",Positive
POCO_X6_Pro 5G,5,Nice one ☺️,Positive
POCO_X6_Pro 5G,5,Set is good and smart looking. Performance good. Battery not good. Drainage fast. Some heating problem,Positive
POCO_X6_Pro 5G,5,Best performance phone,Positive
POCO_X6_Pro 5G,5,What a masterpiece in this price go get it without any second thought performance is upto the mark display you never experience before,Positive
POCO_X6_Pro 5G,5,"As a middle class family, I really like this phone, I've been using it for 2 days now, and no problem found yet , Performance is very good, Camera is decent, It's fast and responsive Hats off to poco for giving us such a beast... I'll update after 1 month of usage, till now the phone is (Just like a Wow).. !!",Positive
POCO_X6_Pro 5G,5,"No words, worth every penny!

Cons:
Temperature raises quickly even in normal use (but I don't care really)

I will update this review if I am finding any major issues",Negative
POCO_X6_Pro 5G,5,"I really liked the screen quality, performance and OS features. And most importantly it delivers more than what it costs 👌",Positive
POCO_X6_Pro 5G,5,"Specifications Wise Mobile Is Very Good
It fulfilled my expectations.
Go for it without any doubts about software",Positive
POCO_X6_Pro 5G,3,Heating phone while charging 🥲 disappointed,Negative
POCO_X6_Pro 5G,5,"Overall good phone,but battery drain very fast",Positive
POCO_X6_Pro 5G,5,"Performance: The Poco X6 Pro is a beast when it comes to performance. With its 12GB of RAM and powerful processor, it handles multitasking, gaming, and demanding applications with ease. Whether you're switching between apps, playing graphics-intensive games, or editing photos and videos, the X6 Pro delivers smooth and lag-free performance.

Storage: With 512GB of internal storage, the Poco X6 Pro offers ample space to store your apps, games, photos, videos, and more. This generous storage capacity ensures that you never have to worry about running out of space or constantly juggling files to free up memory. It's perfect for users who like to keep their entire digital life on their smartphone.

Display: The Poco X6 Pro features a stunning display that brings content to life with vibrant colors, sharp details, and excellent contrast. Whether you're watching movies, browsing the web, or playing games, the Full HD+ AMOLED display offers an immersive viewing experience with deep blacks and rich colors. The large screen size provides ample space for content consumption and multitasking.

Camera: Equipped with a versatile camera setup, the Poco X6 Pro captures stunning photos and videos in various lighting conditions. The primary camera delivers sharp and detailed images, while the ultra-wide and macro lenses offer creative flexibility for capturing different perspectives and close-up shots. Additionally, the front-facing camera takes clear and detailed selfies, making it perfect for social media enthusiasts and selfie lovers.

Battery Life: Despite its powerful hardware, the Poco X6 Pro offers impressive battery life that easily lasts a full day on a single charge. Whether you're streaming videos, playing games, or browsing the web, you can count on the X6 Pro to keep up with your busy lifestyle. And with fast charging support, you can quickly top up the battery whenever needed, ensuring minimal downtime.

Software: Running on the latest Android 14 with Hyper OS, Poco's custom skin, the X6 Pro offers a feature-rich and customizable user experience. Hyper OS adds value to the overall user experience with customizable themes, app layouts, advanced productivity features, and security enhancements. Regular software updates and security patches ensure that your device stays up to date and secure, providing peace of mind and longevity to your investment.

Design: Sporting a sleek and stylish design, the Poco X6 Pro looks and feels premium in hand. The slim profile, curved edges, and glass back give it a premium look and feel, while the ergonomic design ensures a comfortable grip during extended use. Additionally, the strategically placed fingerprint sensor and camera module add to the overall aesthetic appeal of the device.

Value for Money: Considering its impressive specifications and features, the Poco X6 Pro offers excellent value for money. It provides flagship-level performance, storage, camera capabilities, and battery life at a fraction of the cost of premium smartphones. Whether you're a power user, gamer, photographer, or multimedia enthusiast, the X6 Pro delivers exceptional performance and value without breaking the bank.


In conclusion, the Poco X6 Pro with 12GB RAM and 512GB storage is a complete powerhouse within its price range. With its powerful performance, ample storage, stunning display, versatile camera setup, long-lasting battery life, feature-rich software, premium design, and excellent value for money, it's a smartphone that ticks all the right boxes for users who demand nothing but the best. Whether you're a tech enthusiast, a professional, or a casual user, the Poco X6 Pro delivers an exceptional user experience that's sure to impress.",Positive
POCO_X6_Pro 5G,4,"This price range one the best mobile
Gaming experience too good
Battery is good no battery draining problem
Camara need to improve
Otherwise good mobile",Positive
POCO_X6_Pro 5G,5,Awesome phn,Positive
POCO_X6_Pro 5G,4,NYC,Neutral
POCO_X6_Pro 5G,4,"I don't know if it's just with my phone but if I keep someone on hold while taking another call, later I'm unable to reconnect to the first caller. I have observed many other glitches. I think this phone has good specs but is definitely not optimised. One reason that this phone can't be compared with the premium segment even with high end specs. My suggestion is not to buy this phone for now.",Positive
POCO_X6_Pro 5G,4,"Do not purches a this phone. This phone having a over heating issue, battery not like 5000 mah, , even you night stand by battery drop is 1% every hour, if you charge 100% at night in the morning it is only 90 % . Net is also off.
Build quality is totally bad, display is like chaina phone . Many software issue. Chargeing led is not Available
Totally disappointed phone.
Waste of money this product ... purchase a MI Brand. Batter then poco...
Mobile body is like cheap quality plastic",Negative
POCO_X6_Pro 5G,5,Battery backup is very worst Flipkart is giving fake reviews for this product I have very disappointed of this product from by the Flipkart by the online purchase I am going to complaint about the product and I will not refer anyone to buy the Flipkart products,Negative
POCO_X6_Pro 5G,5,Nice phone for gaming 👌,Positive
POCO_X6_Pro 5G,5,This phone is cool it's average performance what good product so like this phone,Positive
POCO_X6_Pro 5G,5,"Best phone in this segment with good camera and performance and also give best software experience too.
Color of the phone is also very different looks handy with very light weight",Positive
POCO_X6_Pro 5G,4,"Product is amazing. Go ahead to buy it. It is a flagship killer. Under 25k, no phone is better than this.",Positive
POCO_X6_Pro 5G,5,Great performance for gaming and other use camera is descent D8300 ultra is very powerful prosecer,Positive
POCO_X6_Pro 5G,4,Hitting issue,Neutral
POCO_X6_Pro 5G,5,Most of things are good except battery good but somewhere,Positive
POCO_X6_Pro 5G,5,Awesome 👍,Positive
POCO_X6_Pro 5G,5,Very powerful proceser excellent Game play in pubg Super phone,Positive
POCO_X6_Pro 5G,4,No. 1 and best phone under 30k. No other phone can compete with poco x6 pro under 30k.Honest opinion blindly go for it if you are looking for an alrounder phone. I am a multitask user and i am surprised by its killer performance.,Negative
POCO_X6_Pro 5G,3,"All rounder phone but battery draining problem still now screen on time 5 - 6 hour, moderate to heavy use",Negative
POCO_X6_Pro 5G,5,"Didn't even install any app already too many bloatwares, and it started lagging while using chrome for the 1st time. Also build quality is so light and cheap that it feels like it can break or get damaged any moment. So much hyped about the display and processor, but it couldn't play 4K HDR video without frame drops. Also even 4K video seemd like pixelated. My 3 year old realme was way better than this trash. I used to keep open 70 tabs in chrome and plenty of apps in background but it never ever lagged in those 3 years.",Positive
POCO_X6_Pro 5G,4,Battery not good but everything is awesome,Positive
POCO_X6_Pro 5G,4,Very sad after buying a high value product. One time replacement complete and still same problem and phone heats up continuously and charger problem. Phone is Continuously Overheating 😡😡😡😡😡😡,Negative
POCO_X6_Pro 5G,5,Overall 9/10,Neutral
POCO_X6_Pro 5G,3,"Very good performance,
Very good design,
Camera also good,
Sound and mic quality impressive,
Letest Connectivity option,
Only Battery backup is very bad 😞",Positive
POCO_X6_Pro 5G,3,"All. Rounder. Gaming. Phone.


But. Heat. Quickly.


Don't. Buy. This phone",Neutral
POCO_X6_Pro 5G,4,Good,Positive
POCO_X6_Pro 5G,5,This is very good but after 2-3 days later too much scratches on on back but performance is very good,Positive
POCO_X6_Pro 5G,5,Best for performance beast mode for gamers,Positive
POCO_X6_Pro 5G,5,Very nice,Positive
POCO_X6_Pro 5G,5,Very awesome,Positive
POCO_X6_Pro 5G,5,"Dont by others is bad prodat



Paramhans",Negative
POCO_X6_Pro 5G,5,Nyce,Neutral
POCO_X6_Pro 5G,5,Very good mobile.,Positive
POCO_X6_Pro 5G,5,Overall Good mobile,Positive
POCO_X6_Pro 5G,5,ALL ROUNDER,Neutral
POCO_X6_Pro 5G,5,Automatically switch off and on during call,Neutral
POCO_X6_Pro 5G,5,Overall superb.,Positive
POCO_X6_Pro 5G,5,Nice One .,Positive
POCO_X6_Pro 5G,5,"Poor camera quality
and battery dryning very quickly
Cheep built quality...",Negative
POCO_X6_Pro 5G,5,Good,Positive
POCO_X6_Pro 5G,5,Amazing performance. Very responsive UI (I have always loved UI from MI). Beautiful display. Light phone. Only con is that back panel gets greasy very quickly.,Positive
POCO_X6_Pro 5G,5,"Too much battery drain and heating issues are there while gaming.

Touch responses are slow and poor.

You will literally feel heat and warm at your palm even in AC room.

Bugs are there like automatically switching to silent mode.

Over rated and hyped.",Positive
POCO_X6_Pro 5G,5,I'm totally satisfied 😌,Positive
POCO_X6_Pro 5G,5,It's to good,Positive
POCO_X6_Pro 5G,5,Bro bro bro that is so cool exept camera performance is so so best bgmi give 90 fps and idk why they don't added 120 fps but yeah this device is so cool but please don't order in vegan leather because it is too weak 👎 you can order plastic variant,Positive
POCO_X6_Pro 5G,5,"All good.
Value for money device. Great performance in budget.
Feels heated many times.
It would have been better if cooling tech. was provided.
However, no complaints in other departments 😇",Positive
POCO_X6_Pro 5G,5,Perfect mid range phone for gaming,Positive
POCO_X6_Pro 5G,4,All are good but battery is little bit improvement neeee,Positive
POCO_X6_Pro 5G,5,This is best deal in this price segment,Positive
POCO_X6_Pro 5G,5,Go for it... Unbelievable performance 🥰,Positive
POCO_X6_Pro 5G,5,"Super phone high performance and speed also good no hanging the phone
I guess this processor is so good performance
In the snapdragon
I like the phone",Positive
POCO_X6_Pro 5G,5,Nice one,Positive
POCO_X6_Pro 5G,5,Nice 👍 . Fingerprint magnetic back!,Positive
POCO_X6_Pro 5G,5,Best mobile phone good poco Xieome,Positive
POCO_X6_Pro 5G,4,Under 30k good choice... There won't be any better than this,Positive
POCO_X6_Pro 5G,5,Awesome Mobile,Positive
POCO_X6_Pro 5G,3,It was too heating issue while on charging and when we watch movies it was again heating like a hot coffee or tea in your hand,Positive
POCO_X6_Pro 5G,4,I didnt expect such poor peformance.,Positive
POCO_X6_Pro 5G,5,"Great Product with impressive display and best performance at this price range
Battery is little weak and camera is average",Positive
POCO_X6_Pro 5G,5,Worth,Positive
POCO_X6_Pro 5G,4,Value for money,Positive
POCO_X6_Pro 5G,4,Looks good but camera and built quality not much good as expected,Positive
POCO_X6_Pro 5G,5,Fine device but flipkart invoice pdf is corrupted and can't be opened,Positive
POCO_X6_Pro 5G,5,Absolute beast !!!,Neutral
POCO_X6_Pro 5G,5,"This Phone is beast. Play BGMI in 90 fps with stable result, never leg in any situation.
and price is also best for budget lover",Positive
POCO_X6_Pro 5G,5,Very good indoor or outdoor photography.,Positive
POCO_X6_Pro 5G,5,Nyc,Neutral
POCO_X6_Pro 5G,5,Nice phone for gamer,Positive
POCO_X6_Pro 5G,3,"Battery drains fast(heating too), camera is below average. Rest of the things is good enough.",Positive
POCO_X6_Pro 5G,5,Not worth it phone start hanging in just 2 days,Negative
POCO_X6_Pro 5G,5,Great choice but battery discharge very fast,Positive
POCO_X6_Pro 5G,5,A very good phone at this price range. The very best indeed primary for performance and display. But in the camera and battery department it is not that good but not bad either. The design is also simple but nice specially the flat side body. Very good work by poco just keep it up.,Positive
POCO_X6_Pro 5G,5,Battery Quick Drain... Please quick update mediatek performance ok for Snapdragon compare,Positive
POCO_X6_Pro 5G,5,Over all performance is quiet good. And over best phone for the price. Just go for it. It's worth buying man 100%. For this price you will never get any phone better than poco x6 pro,Positive
POCO_X6_Pro 5G,5,Very good mobile in today's era,Positive
POCO_X6_Pro 5G,3,"Phone performance is very good, camera is average heating issue while Charging, some software issues are there after update like dual apps created on its own after downloading the app, I am not a gamer it's OK for normal usage over all phone is average",Positive
POCO_X6_Pro 5G,5,Amazing but battery drain fast..,Positive
POCO_X6_Pro 5G,3,Mobile over heat.. 5g not working.... Camera poor quality..... Waste mobile in poco..... Waste off money,Negative
POCO_X6_Pro 5G,5,may be better with battery performance,Positive
POCO_X6_Pro 5G,3,Exlent camara.nice phone,Neutral
POCO_X6_Pro 5G,5,Battery drainage issues,Neutral
POCO_X6_Pro 5G,5,Great product!,Positive
POCO_X6_Pro 5G,5,Superb performance for gaming,Positive
POCO_X6_Pro 5G,5,Very good👍,Neutral
POCO_X6_Pro 5G,5,nice,Positive
POCO_X6_Pro 5G,5,nice,Positive
POCO_X6_Pro 5G,3,"The phone performance is best but the Camera is the worst.

The phone photo quality is disappointing.",Negative
POCO_X6_Pro 5G,5,Go for it best product in this price range but not for camera person only for performance and gaming and display is good,Positive
POCO_X6_Pro 5G,4,Good mobile,Positive
POCO_X6_Pro 5G,5,Awesome all are good to use in this price,Positive
POCO_X6_Pro 5G,5,This time POCO comes with a top notch model in its space,Positive
POCO_X6_Pro 5G,5,This phone is very good,Positive
POCO_X6_Pro 5G,5,"Worse batter, drain very fast and mobile heat on very basic usage. I recommend not to buy, nothing new in this mobile if you are already used Xiaomi Snapdragon 888 device.",Negative
POCO_X6_Pro 5G,4,Good,Positive
POCO_X6_Pro 5G,3,Heating problem,Negative
POCO_X6_Pro 5G,5,"Poco X6 pro is best but before buy this I tell you about it's cons.
Multiple time this phone speaker got burst it didn't working well. Sometimes it lock itself. And in movies it's color change to green. See this image and jzt watch actress eyes and other things everything is changed in green.",Positive
POCO_X6_Pro 5G,5,Full battery drained in just 4 hours.,Negative
POCO_X6_Pro 5G,4,nice mobile little expensive,Positive
POCO_X6_Pro 5G,3,Good,Positive
POCO_X6_Pro 5G,5,Best phone under 30k I am very setisfy from this phone the performance of this phone was to good and camera is also decent 🐱 I buy this phone at 26k very friendly budgets and Powerful phone,Positive
POCO_X6_Pro 5G,4,Mobile is getting heat in normal time even..... Too much heat....,Neutral
POCO_X6_Pro 5G,4,Nyc best performance phone,Positive
POCO_X6_Pro 5G,5,Valuable product,Positive
POCO_X6_Pro 5G,5,Superb,Positive
POCO_X6_Pro 5G,3,Must buy this gamers and all round mobile users 😍😍,Neutral
POCO_X6_Pro 5G,4,"Its a costly but below average phone. CPU and Memory wise its a nice phone but the display is really bad. Even camera quality is not that good. You won't get the premium feeling at all. Even my Redmi Note 10 Pro is way better than this phone. With this price range, its not a recommended phone. May be you can explore Redmi 13 Pro. This phone should cost between 20-22K. And they should fix the display quality first.",Positive
POCO_X6_Pro 5G,5,"Nice phone , feels good in hand, handling is awesome, charging is wonderful, camera ok overall a nice smartphone",Positive
POCO_X6_Pro 5G,5,"Excellent display, sleek design, wonderful performance of HyperOS Android 14 clubbed with 12GB RAM and powerful octacore 3.35 GHz Dimensity 8300 processor, super front camera .. best mobile specification at this price range. Very stable fone",Positive
POCO_X6_Pro 5G,3,Device ok but heating problem,Negative
POCO_X6_Pro 5G,5,Best phone....!!,Positive
POCO_X6_Pro 5G,5,Nice mobile,Positive
POCO_X6_Pro 5G,5,"Amazing device ,it has very good haptic feedback, flagship level performance , OS might be the controversial part but overall the device is good.",Positive
POCO_X6_Pro 5G,5,This device is fabulous no comparison in the performance sector and screen display is also best in the price segment the camera is mid but if you know how to click photos then you can do better with this camera as well!!,Positive
POCO_X6_Pro 5G,5,Awesome phone,Positive
POCO_X6_Pro 5G,5,Best gaming phone under 30 k 😈,Positive
POCO_X6_Pro 5G,5,Great budget gaming phone.,Positive
POCO_X6_Pro 5G,4,"heating issue while charging phone
battery last only a day
rest everything is good",Positive
POCO_X6_Pro 5G,5,The phone is perfect in every aspect of the battery.will last 1 day performance is top notch camera is also ok for price speakers are loud fp sensor is fast.,Positive
POCO_X6_Pro 5G,4,Long time use system heat generate,Neutral
POCO_X6_Pro 5G,4,Best gaming phone in segment,Positive
POCO_X6_Pro 5G,4,"Battery backup is worst. ( -5/5 )
You have to charge for 2 to 3 times A day if you are regular using the phone. You'll get around 5 to 6 hours of backup just for Only using social media and for gaming you'll get 2 to 3 hours.

Previously i was using poco M3 and Even after 2.5 years of usage i was betting 1.5 days of backup.

Don't know what Poco is doing in high ends phone.
I hope to get some updates from poco in future that will increase the backup.",Neutral
POCO_X6_Pro 5G,5,"My 45 days review
Mobile performance iss too good display quality also good but mobile heating problem and battery drain issue",Negative
POCO_X6_Pro 5G,4,Very good phone,Positive
POCO_X6_Pro 5G,3,Phone is good with awesome performance but need update for heating issue while charging and heavy usage sometimes in calling also camera is decent,Positive
POCO_X6_Pro 5G,4,"I bought this phone recently, happy with its performance generally. However, I have a critical issue where Android Auto does not work on my Nexa Baleno 2018 model car. When I contacted Poco support, they asked me to try with a 2A cable; however, this also didn't work.",Positive
POCO_X6_Pro 5G,5,Good,Positive
POCO_X6_Pro 5G,4,"Fast and furious phone for gaming lovers. I bought this phone for my son, he loves to play heavy games on mobile. He is very happy with performance of the phone.",Positive
POCO_X6_Pro 5G,5,Awesome phone. But need to work on updates.,Positive
POCO_X6_Pro 5G,5,Osm performance 🥰.. but few hitting issue 🥲,Neutral
POCO_X6_Pro 5G,4,"Best In This Market, Display Super, 1.5K Display
UFS 4.0,LPDDR5X RAM, OMG CAMERA NOT A PERFECT BUT GOOD 😊.. I AM Setesfied",Negative
POCO_X6_Pro 5G,5,Big Heating problem and network📡 problem,Negative
POCO_X6_Pro 5G,3,Good quality and very nice,Positive
POCO_X6_Pro 5G,4,Battary drain very fast. Not recommend,Negative
POCO_X6_Pro 5G,3,"Mobile heating problem too much when changing and when use, bost charging use total charging time 1 hour above and some time mobile plug into charging but mobile not change so please think after that purchase",Positive
POCO_X6_Pro 5G,5,Very bad . wi-fi is not working properly. Refund not received denied extremely bad service not responding no response will not recommend,Negative
